STT,Trích yếu,Số đến,Số ký hiệu,Ngày văn bản,Ngày đến,Đơn vị ban hành,Nội dung,Ngày hết hạn,Người xử lý cuối,Thời gian xử lý,Số hồ sơ,Mã hồ sơ,Ghi chú
2,"Vv đề nghị cấp phép thi công xây dựng hệ thống chiếu sáng trên phần hè đường thuộc dự án xây dựng hệ thống chiếu sáng trục đường tỉnh 417, 418 đoạn qua địa bàn huyện phúc thọ",,01/BQLDA,02/01/2020,02/01/2020,Ban QLDA ĐTXD huyện,"Hoàng Mạnh Hùng (02/01/2020), Vũ Hữu Dũng (03/01/2020), Vũ Hữu Dũng (03/01/2020)",,,,,,
133,"v/v đăng ký làm chủ đầu tư xây dựng kết cấu hạ tầng kỹ thuật cụm công nghiệp liên Hiệp, xã Liên Hiệp, cụm công nghiệp Phụng Thượng, xã Phụng Thượng huyện Phúc Thọ",,03/2020/ ĐĐK,02/01/2020,19/02/2020,Công ty CP XD và PT đô thị Thăng Long,Hoàng Mạnh Hùng (19/02/2020),,,,,,
22,Quyết định về việc phân công công việc giữa Chủ tịch và các Pho chủ tịch UBND huyện Phúc Thọ,,02/QĐ-UBND,03/01/2020,10/01/2020,UBND huyện Phúc Thọ,Hoàng Mạnh Hùng (10/01/2020),,,,,,
88,Quyết định về việc phê duyệt các quy trình nội bộ giải quyết thủ tục hành chính lĩnh vực quy hoạch kiến trúc thuộc thẩm quyền giải quyết của sở quy hoạch kiến trúc hà nội,,23/QĐ-UBND,03/01/2020,11/02/2020,Ủy ban nhân dân TP Hà Nội,Hoàng Mạnh Hùng (11/02/2020),,,,,,
122,Tờ trình về việc đề nghị giới thiệu địa điểm xây dựng doanh trại Ban chỉ huy quân sự huyện Phúc Thọ,,18/TTR-BCH,06/01/2020,17/02/2020,Ban chỉ huy quân sự huyện Phúc Thọ,"Hoàng Mạnh Hùng (17/02/2020), Nguyễn Văn Tập (17/02/2020)",,,,,,
6,"Tờ trình về việc đề nghị thẩm định, phê duyệt báo cáo kinh tế kỹ thuật đầu tư xây dựng công trình: Xây dựng tường bao trung tâm bồi dưỡng chính trị huyện Phúc Thọ. Địa điểm: Thị trấn Phúc Thọ, huyện Phúc Thọ, thành phố hà nội",,01/TTR-TTBDCT,06/01/2020,06/01/2020,Trung tâm bồi dưỡng chính trị huyện,"Hoàng Mạnh Hùng (06/01/2020), Nguyễn Viết Tùng (07/01/2020)",,,,,,
18,Vv xin đào hè đường phục vụ sửa chữa bảo dưỡng đường ống cấp nước,,05/CNST,06/01/2020,07/01/2020,Công ty cổ phần cấp nước sơn tây,Hoàng Mạnh Hùng (07/01/2020),,,,,,
16,Vv tham gia ý kiến thẩm định điều chỉnh dự án đầu tư: Trung tâm thể thao văn hóa Võng Xuyên,,04/TCKH,07/01/2020,07/01/2020,Phòng Tài chính-Kế hoạch,"Hoàng Mạnh Hùng (07/01/2020), Nguyễn Văn Tập (07/01/2020)",,,,,,
17,"Vv đề nghị lắp đèn cảnh báo trên tuyến QL32 đoạn qua xã Tích Giang, huyện phúc thọ",,03/UBND,07/01/2020,07/01/2020,UBND xã Tích Giang,"Hoàng Mạnh Hùng (07/01/2020), Vũ Hữu Dũng (07/01/2020), Nguyễn Văn Thắng (07/01/2020)",,,,,,
24,"Thông báo kết luận của tập thể lãnh đạo UBND thành phố tại cuộc họp xem xét kết quả thanh tra công tác thu gom, vận chuyển rác thải và duy trì vệ sinh môi trường trên địa bàn thành phố hà nội",,18/TB-UBND,07/01/2020,10/01/2020,Ủy ban nhân dân TP Hà Nội,Hoàng Mạnh Hùng (10/01/2020),,,,,,
28,Kế hoạch quản lý và tổ chức lễ hội trên địa bàn huyện phúc thọ năm 2020,,10/KH-UBND,07/01/2020,13/01/2020,UBND huyện Phúc Thọ,Hoàng Mạnh Hùng (13/01/2020),,,,,,
104,Báo cáo về thông tin công trình xây dựng: Cải tạo hệ thống rãnh thoát nước khu dân cư thôn Hạ Hiệp xã Liên Hiệp huyện Phúc Thọ,,02/BC-QLDA,07/01/2020,14/02/2020,Ban QLDA ĐTXD huyện,Hoàng Mạnh Hùng (14/02/2020),,,,,,
39,"Vv lập hồ sơ điều chỉnh cục bộ quy hoạch chung thị trấn sinh thái phúc thọ đối với khu đất đề xuất mở rộng trụ sở làm việc công an huyện phúc thọ tại thị trấn phúc thọ, hà nội",,123/QHKT-P1,08/01/2020,14/01/2020,Sở Quy hoạch kiến trúc,Hoàng Mạnh Hùng (14/01/2020),,,,,,
20,"Tờ trình đề nghị chấp thuận cho phép điều chỉnh báo cáo kinh tế kỹ thuật đầu tư xây dựng công trình: Đường giao thông liên thôn thôn Nội, thôn Táo xã Tam Thuấn, huyện Phúc Thọ, thành phố hà nội",,04/TTR-BQLDA,08/01/2020,10/01/2020,Ban QLDA ĐTXD huyện,"Hoàng Mạnh Hùng (10/01/2020), Nguyễn Văn Tập (10/01/2020)",,,,,,
21,"Vv tham gia cuộc thi viết, giới thiệu gương điển hình tiên tiến, người tốt việc tốt năm 2020",,22/UBND-NV,08/01/2020,10/01/2020,UBND huyện Phúc Thọ,Hoàng Mạnh Hùng (10/01/2020),,,,,,
32,"Tờ trình đề nghị thẩm định, phê duyệt điều chỉnh báo cáo kinh tế kỹ thuật đầu tư xây dựng công trình: Cải tạo, nâng cấp đường trục chính thôn Thượng Hiệp xã Tam Hiệp, huyện Phúc Thọ, thành phố Hà Nội",,05/TTR-BQLDA,08/01/2020,13/01/2020,Ban QLDA ĐTXD huyện,"Hoàng Mạnh Hùng (13/01/2020), Vũ Hữu Dũng (13/01/2020)",,,,,,
19,Tờ trình về việc tăng cường các biện pháp đảm báo an toàn giao thông cho học sinh,,03/TTR-THCS,09/01/2020,09/01/2020,Trường THCS Thị trấn,"Hoàng Mạnh Hùng (09/01/2020), Vũ Hữu Dũng (10/01/2020), Nguyễn Văn Thắng (10/01/2020)",,,,,,
40,"Vv rà soát, kiểm tra, đánh giá dự án xây dựng trang trại chăn nuôi bò sinh sản và bò thịt ứng dụng công nghệ cao Dương Hạ tại xã Ngọc Tảo, huyện phúc thọ, hà nội",,161/QHKT-P1,09/01/2020,14/01/2020,Sở Quy hoạch kiến trúc,Hoàng Mạnh Hùng (14/01/2020),,,,,,
38,Vv đôn đốc về việc xây dựng kế hoạch vốn ngân sách thành phố để lập quy hoạch,,135/QHKT-KHTH,09/01/2020,14/01/2020,Sở Quy hoạch kiến trúc,Hoàng Mạnh Hùng (14/01/2020),,,,,,
37,Vv trả lời kiến nghị của huyện phúc thọ và huyện ba vì tại chương trình kiểm tra tiến độ thực hiện chương trình số 02-CTr-/TU,,152/QHKT-TCT,09/01/2020,14/01/2020,Sở Quy hoạch kiến trúc,"Hoàng Mạnh Hùng (14/01/2020), Khuất Quang Cảnh (14/02/2020), Nguyễn Văn Tập (14/02/2020)",,,,,,
25,"Vv báo cáo kết quả thực hành tiết kiệm, chống lãng phí và báo cáo kết quả đánh giá (chấm điểm) thực hành tiết kiệm chống lãng phí trong chi thường xuyên năm 2019",,33/UBND-TCKH,10/01/2020,10/01/2020,UBND huyện Phúc Thọ,"Hoàng Mạnh Hùng (10/01/2020), Tô Quang Tuyển (15/01/2020)",,,,,,
41,"Vv đẩy mạnh công tác tuyên truyền, phố biến pháp luật về trật tự, an toàn giao thông trong dịp Tết Nguyên đán Canh Tý và lễ hội xuân 2020",,03/BATGT,10/01/2020,14/01/2020,Ban an toàn giao thông thành phố hà nội,"Hoàng Mạnh Hùng (14/01/2020), Nguyễn Văn Thắng (15/01/2020), Vũ Hữu Dũng (15/01/2020)",,,,,,
35,"Vv tăng cường công tác vệ sinh môi trường phục vụ trước, trong và sau tết nguyên đán cổ truyền Canh tý trên địa bàn thành phố hà nội",,307/STNMT-CCBVMT,10/01/2020,14/01/2020,Sở Tài nguyên môi trường,"Hoàng Mạnh Hùng (14/01/2020), Tô Quang Tuyển (15/01/2020)",,,,,,
44,"Chương trình công tác năm 2020 của ban chấp hành đảng bộ, ban thường vụ Huyện ủy",,32-CTR/HU,10/01/2020,15/01/2020,Huyện ủy Phúc Thọ,Hoàng Mạnh Hùng (15/01/2020),,,,,,
36,"Vv đôn đốc báo cáo kết quả kiểm tra, đánh giá việc chấp hành các quy định của pháp luật về bảo vệ môi trường trong quá trình thi công xây dựng các dự án đầu tư công trình trên địa bàn thành phô",,262/SXD-TTR,10/01/2020,14/01/2020,Sở Xây dựng,Hoàng Mạnh Hùng (14/01/2020),,,,,,
26,Vv báo cáo hiện trạng một số trạm chiếu sáng sau khi mở rộng đường tại huyện phúc thọ,,11/CV-CT,13/01/2020,13/01/2020,Công ty cổ phần môi trường và công trình đô thị sơn tây,Hoàng Mạnh Hùng (13/01/2020),,,,,,
153,"Tờ trình về việc đề nghị điều chỉnh tổng mức đầu tư xây dựng công trình Xây dựng hạ tầng kỹ thuật đấu giá quyền sử dụng đất xen kẹt tại khu X4, khu đồng Đuồi xã Sen Chiểu, huyện Phúc Thọ",,07/TTR-PTQĐ,13/01/2020,26/02/2020,Trung tâm phát triển quỹ đất,"Hoàng Mạnh Hùng (26/02/2020), Nguyễn Văn Tập (26/02/2020)",,,,,,
27,Vv báo cáo kết quả giải quyết đơn thư tồn đọng đến 31/12/2019,,57/UBND-VP,13/01/2020,13/01/2020,UBND huyện Phúc Thọ,Hoàng Mạnh Hùng (13/01/2020),,,,,,
31,"Tờ trình về việc gia hạn thời gian thực hiện dự án công trình: Kiên cố hóa kênh mương thủy lợi nội đồng xã Hát Môn, huyện Phúc Thọ, TP Hà Nội",,02/TTR-UBND,13/01/2020,13/01/2020,UBND xã Hát Môn,"Hoàng Mạnh Hùng (13/01/2020), Vũ Hữu Dũng (13/01/2020)",,,,,,
45,Báo cáo kết quả thu giá dịch vụ vệ sinh môi trường năm 2019 trên địa bàn huyện phúc thọ,,07/BC-CT,14/01/2020,15/01/2020,Công ty cổ phần môi trường và đô thị sơn tây,"Hoàng Mạnh Hùng (15/01/2020), Tô Quang Tuyển (15/01/2020)",,,,,,
46,Kế hoạch phát động tổ chức tết trồng cây và trồng cây nhân dân năm 2020,,49/KH-UBND,14/01/2020,15/01/2020,UBND huyện Phúc Thọ,Hoàng Mạnh Hùng (15/01/2020),,,,,,
47,Vv tăng cường công tác vệ sinh môi trường trên địa bàn huyện phúc thọ phục vụ tết nguyên đán canh tý 2020,,13/CV-CT,14/01/2020,16/01/2020,Công ty cổ phần môi trường và công trình đô thị sơn tây,Hoàng Mạnh Hùng (16/01/2020),,,,,,
48,Kế hoạch tổ chức lễ giao quân năm 2020 của huyện phúc thọ,,47/KH-UBND,14/01/2020,16/01/2020,UBND huyện Phúc Thọ,Hoàng Mạnh Hùng (16/01/2020),,,,,,
64,"Chương trình công tác năm 2020 của Ban chấp hành Đảng bộ, Ban thường vụ Thành ủy",,27-CTR/TU,15/01/2020,03/02/2020,Thành ủy Hà Nội,Hoàng Mạnh Hùng (03/02/2020),,,,,,
340,"Vv nộp bổ sung, nhận kết quả liên quan đến việc xin xác nhận hiện trạng công trình gắn liền với đất",,01/GGT-CGRHT,16/01/2020,08/05/2020,Công ty cổ phần cồn giấy rượu Hà Tây,"Nguyễn Văn Thắng (08/05/2020), Tô Quang Tuyển (08/05/2020)",,,,,,
58,"Kế hoạch kiểm tra công tác xây dựng, triển khai giao kế hoạch kinh tế - xã hội và dự toán ngân sách năm 2020",,60/KH-UBND,16/01/2020,22/01/2020,UBND huyện Phúc Thọ,"Hoàng Mạnh Hùng (22/01/2020), Tô Quang Tuyển (03/02/2020)",,,,,,
49,Kế hoach tổ chức bắn pháo hoa nhân dịp tết nguyên đán Canh Tý 2020,,58/KH-UBND,16/01/2020,16/01/2020,UBND huyện Phúc Thọ,Hoàng Mạnh Hùng (16/01/2020),,,,,,
50,"Kế hoạch tổ chức lễ kỷ niệm 90 năm ngày thành lập đảng cộng sản việt nam (03/02/1930 - 03/02/2020), trao huy hiệu Đảng đợt 03/02/2020",,239-KH/HU,16/01/2020,16/01/2020,Huyện ủy Phúc Thọ,Hoàng Mạnh Hùng (16/01/2020),,,,,,
53,Kế hoạch phối hợp gặp mặt công dân chuẩn bị nhập ngũ thực hiện nghĩa vụ quân sự và thực hiện nghĩa vụ tham gia công an nhân dân năm 2020,,70/KH-BCH-BDV,17/01/2020,22/01/2020,UBND huyện Phúc Thọ,Hoàng Mạnh Hùng (22/01/2020),,,,,,
57,Kế hoạch gặp mặt công dân chuẩn bị nhập ngũ thực hiện nghĩa vụ quân sự và thực hiện nghĩa vụ tham gia công an nhân dân năm 2020,,71/KH-UBND,17/01/2020,22/01/2020,UBND huyện Phúc Thọ,"Hoàng Mạnh Hùng (22/01/2020), Nguyễn Văn Thắng (03/02/2020), Khuất Quang Cảnh (03/02/2020)",,,,,,
70,"Kế hoạch tổ chức phong trào thi đua chào mừng các ngày lễ lớn năm 2020; chào mừng đại hội đảng bộ các cấp, tiến tới đại hội lần thứ XVII của Đảng bộ thành phố và Đại hội lần thứ XIII của Đảng",,78/KH-UBND,20/01/2020,05/02/2020,UBND huyện Phúc Thọ,"Hoàng Mạnh Hùng (05/02/2020), Khuất Quang Cảnh (06/02/2020), Nguyễn Lan Anh (06/02/2020), Nguyễn Lan Anh (06/02/2020)",,,,,,
131,"Quyết định về việc công bố danh mục thủ tục hành chính lĩnh vực bảo hiểm nông nghiệp thuộc thẩm quyền giải quyết của sở tài chính, sở nông nghiệp và phát triển nông thôn, UBND cấp xã trên địa bàn thành phố Hà Nội",,394/QĐ-UBND,20/01/2020,19/02/2020,Ủy ban nhân dân TP Hà Nội,Hoàng Mạnh Hùng (19/02/2020),,,,,,
91,V/v triển khai một số nội dung trong quá trình Lập và phê duyệt Đồ án quy hoạch chi tiết xây dựng tỷ lệ 1/500 các dự án Cụm công nghiệp trên địa bàn thành phố,,315/SCT-QLCN,20/01/2020,11/02/2020,Sở Công Thương,Hoàng Mạnh Hùng (11/02/2020),,,,,,
89,"v/v Tham gia ý kiến thẩm định điều chỉnh dự án Đầu tư Trung tâm thể thao văn hóa Võng Xuyên tại Cụm 11, Võng Xuyên, Phúc Thọ",,279/QHKT-P1,20/01/2020,11/02/2020,Sở Quy hoạch kiến trúc,Hoàng Mạnh Hùng (11/02/2020),,,,,,
51,Tờ trình về việc điều chỉnh kéo dài thời gian thực hiện dự án xây dựng công trình: Cứng hóa đường giao thông nội đồng xã Sen Chiểu,,08/TTR-UBND,20/01/2020,20/01/2020,UBND xã Sen Chiểu,"Hoàng Mạnh Hùng (20/01/2020), Nguyễn Văn Tập (21/01/2020)",,,,,,
52,"Vv đảm bảo an ninh trật tự, vệ sinh môi trường trụ sở Huyện ủy, HĐND, UBND huyện",,86/UBND-VP,21/01/2020,22/01/2020,UBND huyện Phúc Thọ,Hoàng Mạnh Hùng (22/01/2020),,,,,,
55,kế hoạch công tác cải cách hành chính năm 2020,,87/KH-UBND,21/01/2020,22/01/2020,UBND huyện Phúc Thọ,"Hoàng Mạnh Hùng (22/01/2020), Khuất Quang Cảnh (03/02/2020), Tô Quang Tuyển (03/02/2020), Nguyễn Văn Thắng (03/02/2020), Vũ Hữu Dũng (03/02/2020)",,,,,,
56,"Kế hoạch phát triển công nghiệp, tiểu thủ công nghiệp, Thương mại - dịch vụ năm 2020",,84/KH-UBND,21/01/2020,22/01/2020,UBND huyện Phúc Thọ,Hoàng Mạnh Hùng (22/01/2020),,,,,,
59,Vv giới thiệu chức vụ đồng chí trưởng công an huyện phúc thọ,,127/CAPT,21/01/2020,31/01/2020,Công an Huyện Phúc Thọ,Hoàng Mạnh Hùng (31/01/2020),,,,,,
54,"Chỉ thị về việc thực hiện nghiêm kỷ luật, kỷ cương hành chính của cán bộ, công chức, viên chức và người lao dộng dịp tết nguyên đấn canh tý 2020",,02/CT-UBND,21/01/2020,22/01/2020,UBND huyện Phúc Thọ,Hoàng Mạnh Hùng (22/01/2020),,,,,,
154,"Kết luận giải quyết đơn tố cáo của công dân cụm 3, xa Tam Hiệp",,95/KL-UBND,22/01/2020,27/02/2020,UBND huyện Phúc Thọ,Nguyễn Viết Tùng (27/02/2020),,,,,,
211,Quyết định về việc phê duyệt và công bố chỉ số cải cách hành chính của các phòng chuyên môn thuộc UBND huyện Phúc Thọ năm 2019,,226/QĐ-UBND,22/01/2020,20/03/2020,UBND huyện Phúc Thọ,"Nguyễn Văn Thắng (20/03/2020), Tô Quang Tuyển (20/03/2020), Khuất Quang Cảnh (20/03/2020)",,,,,,
118,Quyết định công bố danh mục văn bản quy phạm pháp luật do HĐND huyện ban hành đã hết hiệu lực toàn bộ,,219/QĐ-UBND,22/01/2020,17/02/2020,UBND huyện Phúc Thọ,Hoàng Mạnh Hùng (17/02/2020),,,,,,
82,"Kế hoạch xây dựng, áp dụng, chuyển đổi và mở rộng Hệ thống quản lý chất lượng theo tiêu chuẩn quốc gia ISO 9001:2015 tại các cơ quan hành chính trên địa bàn huyện phúc thọ năm 2020",,92/KH-UBND,22/01/2020,10/02/2020,UBND huyện Phúc Thọ,"Hoàng Mạnh Hùng (10/02/2020), Tô Quang Tuyển (20/02/2020), Khuất Quang Cảnh (20/02/2020)",,,,,,
60,"Thông báo chương trình công tác, lịch họp ban thường vụ tháng 02/2020",,1020-TB/HU,30/01/2020,03/02/2020,Huyện ủy phúc thọ,Hoàng Mạnh Hùng (03/02/2020),,,,,,
63,Báo cáo tình hình dư luận xã hội trên địa bàn huyện tháng 1 năm 2020,,278-BC/BTG,30/01/2020,03/02/2020,Ban tuyên giáo Huyện ủy,Hoàng Mạnh Hùng (03/02/2020),,,,,,
73,"Thông báo kết quả đánh giá, xếp loại cán bộ, diện Ban thường vụ huyện ủy quản lý năm 2019 của các phòng, ban, ngành thuộc Huyện",,1021-TB/HU,30/01/2020,06/02/2020,Huyện ủy Phúc Thọ,"Hoàng Mạnh Hùng (06/02/2020), Nguyễn Văn Thắng (06/02/2020), Khuất Quang Cảnh (06/02/2020)",,,,,,
72,Chương trình công tác của UBND thành phố năm 2020,,21/CTR-UBND,30/01/2020,05/02/2020,Ủy ban nhân dân TP Hà Nội,Hoàng Mạnh Hùng (05/02/2020),,,,,,
61,Báo cáo tình hình tai nạn giao thông tháng 01 năm 2020 trên địa bàn thành phố hà nội,,08/BC-BATGT,31/01/2020,03/02/2020,Ban an toàn giao thông thành phố,"Hoàng Mạnh Hùng (03/02/2020), Nguyễn Văn Thắng (07/02/2020), Vũ Hữu Dũng (07/02/2020)",,,,,,
62,"Vv đầy mạnh thực hiện Luật phòng, chống tác hại của rượu, bia và Nghị định 100/2019/NĐ-CP ngày 30/12/2019 của Chính phủ",,07/BATGT,31/01/2020,03/02/2020,Ban an toàn giao thông thành phố,Hoàng Mạnh Hùng (03/02/2020),,,,,,
95,"Tờ trình về việc xin điều chỉnh bổ sung một số hạng mục công trình Nghĩa trang nhân dân khu 17 xã Vân Phúc; Địa điểm xây dựng: xã Vân Phúc, huyện Phúc Thọ",,05/TTR-UBND,31/01/2020,13/02/2020,UBND xã Vân Phúc,"Hoàng Mạnh Hùng (13/02/2020), Nguyễn Viết Tùng (20/02/2020)",,,,,,
65,"Vv phòng, chống dịch bệnh viêm đường hô hấp cấp trong hoạt động lễ hội năm 2020",,101/UBND-VH&TT,01/02/2020,04/02/2020,UBND huyện Phúc Thọ,Hoàng Mạnh Hùng (04/02/2020),,,,,,
75,"Kế hoạch tăng cường công tác phòng, chống bệnh viêm đường hô hấp cấp do chủng mới của virut corona gây ra trên địa bàn huyện phúc thọ",,102/KH-UBND,01/02/2020,07/02/2020,UBND huyện Phúc Thọ,"Hoàng Mạnh Hùng (07/02/2020), Nguyễn Văn Thắng (07/02/2020), Tô Quang Tuyển (07/02/2020), Nguyễn Viết Tùng (07/02/2020), Khuất Quang Cảnh (07/02/2020), Vũ Hữu Dũng (07/02/2020), Nguyễn Văn Tập (07/02/2020), Đỗ Thanh Vinh (07/02/2020), Hoàng Mạnh Hùng (07/02/2020)",,,,,,
68,"Thông báo kết luận của thường trực huyện ủy về công tác phòng, chống bệnh viêm đường hô hấp cấp do chủng mới của virut Cỏ rô na trên địa bàn huyện",,1046-TB/HU,03/02/2020,05/02/2020,Huyện ủy Phúc Thọ,Hoàng Mạnh Hùng (05/02/2020),,,,,,
87,Quyết định về việc phê duyệt kế hoạch sử dụng đất năm 2020 huyện phúc thọ,,526/QĐ-UBND,03/02/2020,11/02/2020,Ủy ban nhân dân TP Hà Nội,Hoàng Mạnh Hùng (11/02/2020),,,,,,
102,"Hướng dẫn biên tập báo cáo chính trị trình đại hội chi bộ, đảng bộ trực thuộc huyện ủy nhiệm kỳ 2020 - 2025",,107-HD/BTGHU,03/02/2020,13/02/2020,Ban tuyên giáo huyện ủy,Hoàng Mạnh Hùng (13/02/2020),,,,,,
67,"Vv tăng cường phòng, chống dịch bệnh viêm đường hô hấp cấp trong hoạt động lễ hội, di tích lịch sử - văn hóa",,112/UBND-VH&TT,04/02/2020,05/02/2020,UBND huyện Phúc Thọ,Hoàng Mạnh Hùng (05/02/2020),,,,,,
119,"Tờ trình thẩm định phê duyệt điều chỉnh báo cáo kinh tế kỹ thuật đầu tư xây dựng công trình Đường giao thông liên thôn thôn Nội thôn Táo xã Tam Thuấn, huyện Phúc Thọ, thành phố hà nội",,14/TTR-BQLDA,04/02/2020,17/02/2020,Ban QLDA ĐTXD huyện,"Hoàng Mạnh Hùng (17/02/2020), Nguyễn Văn Tập (27/02/2020)",,,,,,
